"text","label"
"Les habitants de la région côtière sont de plus en plus préoccupés par la montée du niveau de la mer.","0"
"L'écart entre les plus riches et les plus pauvres continue de se creuser.","2"
"L'État-providence doit être réduit pour encourager le travail.","1"
"Nous devons plus taxer les riches pour redistribuer la richesse équitablement.","2"
"J'ai élargi mes horizons culturels.","0"
"Investir dans l'armée garantit notre souveraineté et notre indépendance.","1"
"L'État doit investir dans la défense nationale avant tout.","1"
"L'énergie nucléaire est cruciale dans le mix énergétique décarboné.","1"
"Il n'est pas question de remettre en cause le mariage pour tous.","2"
"La désertification médicale reste un problème majeur dans les zones rurales.","0"
"La conférence sur le leadership des femmes a attiré de nombreux participants.","0"
"Il faut privatiser les services publics pour améliorer leur efficacité.","1"
"Le festival de musique de cette année présentera des artistes de tout le pays.","0"
"Il n'est pas question de remettre en cause l'école publique.","2"
"L'accès à la culture devrait être gratuit et ouvert à tous.","2"
"Reconstruction nationale et attachement aux valeurs fondamentales sont les bases de notre futur.","1"
"Le politicien de gauche a proposé un plan pour réduire les inégalités de revenus en augmentant les impôts des plus riches et en renforçant le filet de sécurité sociale pour les moins fortunés. Cette proposition a été accueillie avec de vives critiques par le parti au pouvoir.","2"
"La basilique du Sacré-Cœur est située au sommet de la butte Montmartre à Paris.","0"
"Les réductions d'impôts sont nécessaires pour stimuler l'économie.","1"
"L'écart salarial entre les hommes et les femmes doit être réduit.","2"
"Les réformes doivent être pensées avec les citoyens pour éviter les tensions sociales.","2"
"Le freinage du nucléaire conduirait à des choix énergétiques coûteux et polluants.","1"
"La baisse des impôts favorise les investissements et crée des emplois.","1"
"Nous ne devrions pas être obligés de financer des services publics inefficaces.","1"
"L'État ne doit pas substituer les parents dans l'éducation des enfants.","1"
"Molière est considéré comme le père du théâtre français.","0"
"Le colisée à Rome pouvait accueillir jusqu'à 50 000 spectateurs.","0"
"L'or est un métal précieux souvent utilisé en joaillerie.","0"
"Nous ne pouvons pas nous permettre une politique d'immigration ouverte.","1"
"L'immigration illégale doit être combattue avec la plus grande rigueur.","1"
"Nous devons assurer l'avenir sécuritaire de notre nation en restant vigilant sur nos frontières.","1"
"Laissons ouverte la possibilité de développer de nouvelles technologies nucléaires plus sûres et plus propres.","1"
"Nous avons besoin d'une réforme de l'éducation pour préparer les enfants pour le futur.","2"
"Le nationalisme n'a pas à être contradictoire avec l'européanisation.","0"
"L'impact du tourisme sur l'environnement est considérable.","0"
"L'objectif des gains maximums doit être repensé pour éviter la pauvreté.","2"
"Les ventilateurs sont en panne dans la salle de conférence.","0"
"L'augmentation de la dépendance à l'État est un danger.","1"
"Promouvoir l'égalité des sexes et protéger les droits des femmes est une obligation pour tous.","2"
"Certaines pratiques agricoles modernes peuvent avoir un impact significatif sur l'environnement.","0"
"L'Université a commencé à offrir de nouvelles bourses pour les calculs scientifiques.","0"
"Les augmentations d'impôts ne sont pas toujours mauvaises.","2"
"Le réchauffement climatique n'est pas une hypothèse mais une réalité.","2"
"L'amortissement administratif excise les insinuations secrètes innovées remaniant des aspirations à l'entretien.","1"
"Une étude montre que l'utilisation excessive des médias sociaux peut nuire à la santé mentale.","0"
"Les transports en commun devraient être gratuits pour réduire les émissions de carbone.","2"
"Le rôle de l'État n'est pas de faire du business.","1"
"La haine n'est pas acceptable dans la démocratie.","0"
"Une justice plus rapide et plus sévère est essentielle pour la sécurité.","1"
"Pour une éducation de qualité, nous devons encourager la concurrence entre les écoles.","1"
"Pour une meilleure économie, laissez le marché libre de régulation excessive.","1"
"La libéralisation des marchés financiers stimule l'économie et la croissance.","1"
"Une hausse des impôts pour les plus riches pourrait financer la justice sociale.","2"
"Le pardon de la dette des pays en développement est une nécessité éthique.","2"
"Ce n’est pas en négligeant les droits des travailleurs que l’économie se portera mieux.","2"
"L'abandon du nucléaire augmenterait notre recours aux énergies fossiles.","1"
"La promotion des produits locaux contribue à l'identité nationale.","1"
"La manifestation pacifique d'hier a attiré des milliers de personnes.","0"
"L'éducation supérieure devrait être gratuite pour tous.","2"
"La réduction des réglementations favorise la croissance des start-ups.","1"
"Ce n’est pas responsable de considérer le soutien social comme un fardeau économique.","2"
"L'approche laxiste envers l'immigration met en danger notre sécurité nationale.","1"
"L'augmentation du financement des arts et de la culture doit être une priorité.","2"
"Une fiscalité plus avantageuse attirerait les investisseurs.","1"
"La libéralisation du marché des produits agricoles pourrait nuire aux agriculteurs locaux.","1"
"La souveraineté nationale doit être une priorité dans les relations internationales.","1"
"Le festival de musique anime les rues depuis ce matin.","0"
"Réduire le financement de l'assurance maladie publique est une grave erreur.","2"
"L'avenir de nos enfants dépend de la promotion d'une énergie verte et durable en lieu et place du nucléaire invivable.","2"
"Se libérer du nucléaire est une décision pour l'environnement, mais aussi pour notre indépendance.","2"
"Il est temps de déréglementer les professions réglementées pour favoriser la concurrence.","1"
"La réduction des impôts sur le revenu bénéficiera le plus aux riches.","1"
"L'égalité devant la loi n'est pas suffisante pour une véritable justice sociale.","2"
"Il n'est pas question de revenir sur l'accès à la contraception.","2"
"L'effort individuel et l'ambition doivent être encouragés et récompensés.","1"
"L'État ne devrait pas exclure les entrepreneurs des discussions économiques.","0"
"L'imposition des multinationales ne doit pas échapper à nos gouvernements.","2"
"J'ai exprimé mon opinion.","0"
"Il faut renforcer le système de retraite par répartition.","2"
"Assurer l'égalité des chances est une priorité de notre gouvernement.","2"
"J'ai valorisé le patrimoine gastronomique.","0"
"Les services publics doivent être défendus contre les tentatives de privatisation.","2"
"Le droit à l'éducation est un droit fondamental qui doit être protégé.","2"
"Les impôts élevés découragent les investisseurs et freinent la croissance.","1"
"Le service universel de garde d'enfants de qualité est un besoin essentiel pour toutes les familles.","2"
"La libéralisation des marchés permet la croissance économique.","1"
"C'est le rôle de l'Etat de garantir le bien-être de ses citoyens.","2"
"La pauvreté peut être éradiquée par des politiques de redistribution des richesses.","2"
"Les croyances et les valeurs françaises doivent être préservées contre l'immigration massive.","1"
"La fréquentation des musées est en hausse.","0"
"Nous devons défendre les droits des travailleurs.","2"
"Les avancées du marché libre sont compromises par une réglementation excessive.","1"
"La construction de l'école publique s'est terminée hier.","0"
"Les synergies inter-industrielles avec le nucléaire favorisent l'économie circulaire.","1"
"L'énergie nucléaire reste un partenaire indispensable dans notre mix énergietique global.","1"
"Construire plus d'écoles investit dans l'avenir de nos enfants.","2"
"Nous devons défendre l'identité nationale au lieu de prôner le multiculturalisme.","1"
"Soutenir l'agriculture traditionnelle assure la souveraineté alimentaire.","1"
"L'élimination des barrières commerciales encouragera la libre circulation des biens et des services.","1"
"Le renforcement de l'État doit passer par le respect des valeurs nationales.","1"
"L'éducation doit inculquer le respect de la loi et des valeurs nationales.","1"
"Le programme d'échange étudiant a été suspendu en raison de la situation sanitaire.","0"
"Nous devons investir dans l'éducation pour assurer l'avenir de notre pays.","2"
"La grève des travailleurs de l'usine a été interrompue hier.","0"
"Le musée prépare une galerie dédiée à l'art numérique.","0"
"La fréquentation des musées augmente.","0"
"L'égalité des chances, et non l'égalité des résultats, est le plus important.","1"
"Le droit à une éducation de qualité doit être garanti pour tous.","2"
"On ne peut pas accepter la violence faite aux femmes.","2"
"Contre le dérèglement climatique, utiliser des voitures écologiques ne suffit pas.","2"
"Lutte contre le réchauffement climatique doit être une priorité de tous les États.","2"
"J'ai lu un livre intéressant.","0"
"Les organisations non gouvernementales jouent un rôle crucial dans beaucoup des défis mondiaux que nous confrontons aujourd'hui.","0"
"L'augmentation du budget de la défense assure notre sécurité nationale.","1"
"Le capitalisme doit être contrôlé pour éviter les abus.","2"
"Nous ne pouvons pas laisser le marché libre sacrifier l'environnement à des fins de profit.","2"
"Le maintien des centrales nucléaires contribue à notre indépendance stratégique.","1"
"...des régulations sévères sont nécessaires pour assurer une immigration sûre et sécuritaire.","1"
"J'ai respecté la loi.","0"
"Les droits des contribuables passent avant tout.","1"
"Les marchés locaux encouragent l'économie de proximité et le lien social.","0"
"Les cours en ligne ont gagné en popularité pendant la pandémie.","0"
"Le restaurant étoilé a ajouté de nouveaux plats végétariens à son menu.","0"
"Nos valeurs traditionnelles doivent être défendues.","1"
"Le gouvernement ne doit pas intervenir dans les affaires privées.","1"
"Nous ne devons pas fermer les bibliothèques publiques.","2"
"L'incidence du vol de vélos a augmenté, la police recommande d'utiliser des cadenas solides.","0"
"Il ne va pas sans dire, toutes les politiques économiques ne sont pas égaux.","0"
"Les traditions sont essentielles pour l'identité et les liens communautaires.","1"
"Davantage de privatisations pourraient aider à rembourser la dette publique.","1"
"Cette proposition de réforme ne va pas réduire les inégalités.","2"
"Réduire l'impôt sur les entreprises favorisera les investissements et stimulera la croissance.","1"
"Un logement pour tous doit être une priorité gouvernementale.","2"
"L'augmentation des températures mondiales menace la biodiversité.","0"
"La justice sociale avant tout.","2"
"On ne doit pas tolérer les discours de haine.","2"
"Les avantages pour les entreprises sont nécessaires pour stimuler l'économie.","1"
"Les résidents peuvent maintenant recycler les plastiques de type 1 et 2.","0"
"Un système de santé privatisé est plus efficace et compétitif.","1"
"L'art dans l'espace public doit être utilisé plus souvent pour éduquer et engager.","2"
"Nous devons renforcer notre engagement envers les droits de l'homme à l'échelle mondiale.","2"
"Le gouvernement n'a pas à décider de tout.","1"
"Il faut limiter l'intervention de l'État dans l'économie.","1"
"Le salon du livre de cette année a attiré un nombre record de participants.","0"
"Les résultats du recensement indiquent une population vieillissante.","0"
"La canne à sucre est le principal composant du sucre.","0"
"Il n'est pas souhaitable de réduire les aides sociales.","2"
"Interdire l'islam n'est pas synonyme de défense de la laïcité.","0"
"Les entreprises doivent publier leur impact social et environnemental.","2"
"La circulation maritime est intense dans le port.","0"
"Le gouvernement devrait investir davantage dans le logement social.","2"
"L'éthique du travail doit être valorisée dans la société.","1"
"J'ai organisé un événement familial.","0"
"Se concentrer sur le nationalisme économique garantirait nos emplois et nos industries.","1"
"La centrale nucléaire locale sera fermée pour maintenance la semaine prochaine.","0"
"La course aux armements n'est pas une politique sage.","0"
"La lutte contre la corruption est nécessaire pour une meilleure gouvernance.","0"
"Il est essentiel de revaloriser les métiers du soin pour attirer plus de personnel.","2"
"Il est nécessaire d’augmenter les dépenses publiques pour relancer l’économie.","2"
"La journée a été marquée par un débat sur l'éducation nationale.","0"
"Une économie libérale est le meilleur moyen d'assurer notre prospérité.","1"
"Les jeunes générations attendent des mesures concrètes contre le réchauffement climatique.","0"
"Un événement culturel se tient au théâtre.","0"
"Les baisses d'impôts stimulent la croissance économique et la création d'emplois.","1"
"Il est nécessaire de lutter contre l'évasion fiscale des grandes entreprises.","2"
"J'ai vu une pièce de théâtre.","0"
"On ne doit pas abandonner les quartiers populaires.","2"
"Les citoyens sont invités à participer à l'élaboration du nouveau plan de la ville.","0"
"Il n'est pas judicieux de réduire les dépenses en éducation pour diminuer le budget.","2"
"Une lumière rare 'bleue lunaire' a été observée hier soir.","0"
"L’islam n'est pas incompatible avec la démocratie.","0"
"La nouvelle réglementation environnementale protège désormais les zones humides.","0"
"Une baisse des impôts favorise la croissance économique.","1"
"La privatisation des services publics améliore leur qualité et efficacité.","1"
"L'autorité parentale doit primer sur les décisions administratives vis-à-vis des enfants.","1"
"Le match de tennis a duré plus de trois heures.","0"
"Le droit à la propriété privée devrait demeurer incontesté.","1"
"Tous les citoyens devraient avoir accès à une éducation de qualité.","2"
"L'assemblée générale de l'entreprise a eu lieu hier.","0"
"Il faut diminuer les subventions publiques aux associations.","1"
"Les services antipoison ont signalé une augmentation des appels cette année.","0"
"Le dernier film de la franchise sortira le mois prochain.","0"
"L'égalité des genres doit être une priorité nationale.","2"
"Il n’est pas acceptable de fermer les yeux sur la pollution maritime par commodité commerciale.","2"
"L'égalité de genre doit être une priorité de notre gouvernement.","2"
"L'égalité des chances doit être promue par les politiques publiques.","2"
"Le ciel est bleu aujourd'hui.","0"
"J'ai marché sur la plage.","0"
"L'utilité clé dans la mise en œuvre de l'optimisation glorifie les adaptations d'architecture personnalisées.","1"
"Ce n'est pas un problème si le marché s'autorégule.","1"
"Le coton est une matière première majeure dans l'industrie textile.","0"
"Les déchets issus des centrales nucléaires sont une charge inacceptable pour nos générations futures.","2"
"Un défilé de mode aura lieu dans un lieu emblématique.","0"
"La fiscalité doit inciter au travail et non le décourager.","1"
"On ne peut pas accepter la surexploitation des ressources naturelles.","2"
"C'est la responsabilité de l'Etat de combler le fossé de l'inégalité.","2"
"L'euroscepticisme n’est pas un défaut.","0"
"Le gouvernement doit prendre des mesures pour réduire la pauvreté.","2"
"C'est nécessaire de supprimer les barrières commerciales pour promouvoir le libre échange.","1"
"Les petites associations culturelles ont du mal à obtenir des financements.","0"
"En 1945, L'Organisation des Nations Unies a été créée dans le but de prévenir une autre guerre mondiale.","0"
"Le patriotisme doit être valorisé et enseigné à l'école.","1"
"La mairie a présenté une proposition pour une nouvelle école dans le quartier ouest.","0"
"Un monument historique a été rénové dans le centre-ville.","0"
"Le taux de vaccination a augmenté après le lancement de la campagne de sensibilisation.","0"
"Le zoo de la ville a accueilli un nouveau girafe bébé.","0"
"Notre réseau ferroviaire ne doit pas être privatisé.","2"
"La croissance du marché du logement se ralentit en raison des incertitudes économiques.","0"
"Le plan de conservation marine vise à protéger les écosystèmes fragiles.","0"
"L'éducation alternative comme les écoles Montessori doit être rendue plus accessible.","2"
"J'ai fait une bonne action.","0"
"Face à la numérisation croissante, il est crucial d'enseigner l'intelligence numérique dès le plus jeune âge.","0"
"Bien que la technologie ait apporté de nombreux avantages, elle a également créé de nouveaux problèmes.","0"
"Il est temps de faire passer les intérêts des travailleurs avant les profits.","2"
"Une fiscalité plus légère pour les entreprises favorise l'emploi et la croissance.","1"
"La statistique d'emploi indique une hausse saisonnière habituelle.","0"
"Soutenir les PME locales favorise le dynamisme économique.","1"
"L'augmentation du budget des forces armées est nécessaire pour la sécurité nationale.","1"
"La transparence n'est pas incompatible avec la sécurité nationale.","0"
"Les libertés individuelles doivent être respectées par le gouvernement.","1"
"Les travailleurs avant les actionnaires.","2"
"Le chômage des jeunes atteint un niveau inquiétant dans certains secteurs.","0"
"Promouvoir la fierté civique renforce la cohésion sociale.","1"
"Les réductions fiscales sont un investissement dans l'avenir économique.","1"
"J'ai enrichi mes connaissances.","0"
"Il ne faut pas céder à la pression des lobbys.","0"
"Le nucléaire est un pari à court terme et une dette à long terme. Cette dette, ce seront nos enfants qui la paieront.","1"
"L'Etat doit garantir l'égalité des chances à tous les citoyens.","2"
"L'autosuffisance n'est pas une vision de développent durable.","0"
"La baisse des dépenses publiques est indispensable.","1"
"Il faut réguler la finance pour objectif de stabiliser l'économie.","2"
"Il n'est pas impossible d'avoir une politique Sociale-Démocrate en France.","2"
"L'oxygène est un élément essentiel à la vie sur terre.","0"
"Il n'est pas trop tard pour regarder en face les défis du 21ème siècle.","0"
"La pauvreté peut être éliminée par une redistribution équitable des richesses.","2"
"Favoriser le commerce équitable, pas la concurrence déloyale.","2"
"Les politiques doivent privilégier la régénération économique nationale.","1"
"Mettre fin à la spéculation financière.","2"
"Il ne faut pas renverser l’équilibre entre travail et bien-être par excès de libéralisme.","2"
"Il faut redonner du pouvoir aux travailleurs et limiter celui des patrons.","2"
"J'ai découvert des endroits insolites.","0"
"L'esport est en plein essor et certaines prévisions estiment qu'il pourrait surpasser certains sports traditionnels en termes de popularité.","0"
"La diversité des plantes dans le jardin botanique est impressionnante.","0"
"Un État fort est essentiel pour la sécurité nationale.","1"
"La lutte contre la discrimination doit être une priorité de notre société.","2"
"L'égalité homme-femme doit être promue par tous les moyens possibles.","2"
"La campagne de santé publique encourage à avoir une alimentation plus saine.","0"
"L’État ne doit pas réduire ses efforts pour la transformation écologique.","2"
"Nous devons réduire la dépendance à l'État de bien-être.","1"
"La priorité du gouvernement devrait être l'économie, pas les affaires sociales.","1"
"Des régulations strictes entravent le développement économique.","1"
"Il est nécessaire de lutter pour les droits des minorités.","2"
"J'ai contribué à la société.","0"
"Le nouveau programme de recyclage vise à réduire le volume des déchets ménagers.","0"
"La nouvelle ligne de métro desservira plusieurs quartiers périphériques.","0"
"Je me promène dans le parc.","0"
"Récompenser l'effort et le mérite personnel est une priorité dans la réglementation du travail.","1"
"Encourager le développement de l'énergie nucléaire réduit notre dépendance aux énergies fossiles.","1"
"Le réaménagement de la place principale de la ville a été finalement réalisé.","0"
"L'environnement a été le thème principal du documentaire diffusé hier soir.","0"
"L'avenir est dans les énergies renouvelables.","2"
"Il est essentiel de travailler pour l'égalité des chances.","2"
"Nous ne devons pas ignorer la souffrance animale.","2"
"J'ai appris une langue étrangère.","0"
"Notre identité nationale n’est pas menacée par l’immigration.","2"
"La dernière projection économique montre une amélioration pour le prochain trimestre.","0"
"J'ai lu un roman passionnant.","0"
"L'identité nationale ne renie pas la diversité.","0"
"La Grande Pyramide de Gizeh est l'une des sept merveilles du monde.","0"
"Le gouvernement doit augmenter son investissement dans les programmes d'énergies renouvelables et réduire progressivement le nombre de centrales nucléaires.","2"
"La sécurité nationale doit toujours primer sur les revendications des groupes immigrationnistes.","1"
"Le nucléaire constitue une innovation propre essentielle.","1"
"Les tarifs de l'énergie continuent d'inquiéter les ménages modestes.","0"
"Je lis le journal tous les jours.","0"
"Réformons notre système de santé pour le rendre plus juste.","2"
"Il est temps de mettre fin à l'État providence.","1"
"Une étude montre que le changement climatique affecte les saisons.","0"
"Une éducation avancée élargit les fondations pour des résultats culturels généraux.","1"
"L'énergie nucléaire mérite encore d'être explorée afin de mieux maitriser son contrôle et de réduire les émissions de gaz à effet de serre.","1"
"Nous ne devons pas avoir peur du changement climatique, mais agir.","2"
"Un cadre législatif favorable au nucléaire relancera l'industrie énergétique.","1"
"Les fonctionnaires ne sont pas tous des paresseux.","2"
"La réduction de l'aide sociale découragera la dépendance à l'État.","1"
"Nefertiti était la reine de l'Egypte Antique.","0"
"Le développement durable est plus important que le profit à court terme.","2"
"On ne doit pas abandonner les populations rurales.","2"
"Je travaille sur un projet important.","0"
"Il n'est pas normal de voir des personnes sans-abri dormir dehors.","2"
"Les taxes sur les importations sont nécessaires pour protéger nos industries locales.","1"
"Il n'est pas prudent de s'endeter excessivement.","1"
"La préservation de notre identité nationale est plus importante que le multiculturalisme.","1"
"L'État doit réguler les grandes entreprises pour éviter les abus de pouvoir.","2"
"La météo annoncée pour demain est favorable pour la journée de ski organisée.","0"
"Les restrictions liées à la pandémie font l'objet de nombreuses questions.","0"
"Une plus grande autonomie devrait être accordée aux entreprises.","1"
"L'adoption de la nouvelle loi sur le travail a été accueillie avec gratitude par les travailleurs.","0"
"L'exclusion des criminels étrangers est impérative pour la sécurité de nos concitoyens.","1"
"J'ai visité des monuments historiques.","0"
"J'ai contemplé le paysage.","0"
"La sécurité sociale doit être universelle.","2"
"La démocratie directe devrait être encouragée pour faire entendre toutes les voix.","2"
"Renforcer les principes plutôt que les factions intègre efficacement les distinctions.","1"
"La baisse des impôts est nécessaire pour stimuler l'économie.","1"
"La lutte contre le changement climatique doit être une priorité.","2"
"Maintenir une référence à Dieu dans la constitution est important.","1"
"Les taxes sur les biens de luxe devraient être augmentées.","2"
"Il est impératif d'investir dans le secteur public.","2"
"Il est temps de revoir la fiscalité pour faire payer les plus riches.","2"
"J'ai élargi mon cercle d'amis.","0"
"La sauvegarde des infrastructures sous-tend des obligations solides de défense civique.","1"
"La liberté économique doit être défendue contre l'ingérence de l'État.","1"
"Dans une société moderne, aucune personne ne devrait être sans abri.","2"
"Les koalas dorment jusqu'à 20 heures par jour.","0"
"Ce n'est pas le moment de réduire le soutien aux pays en développement.","2"
"La sécurité nationale doit être la première priorité de tout gouvernement.","1"
"De nos jours, l'apprentissage des langues étrangères est encouragé dès l'école primaire.","0"
"Distancer nos politiques de la bureaucratie la CEE préserve notre indépendance.","1"
"J'ai organisé un dîner chez moi.","0"
"Un système de santé privatisé serait plus efficient et concurrentiel.","1"
"Les retombées économiques du nucléaire contribuent à une économie verte durable.","1"
"Le Népal est le pays d’origine du Bouddhisme.","0"
"Le gouvernement doit intervenir pour protéger l'environnement.","2"
"Une nouvelle ligne de bus dessert les quartiers périphériques.","0"
"La privatisation des services de santé est une erreur.","1"
"Nos lois nationales préservent notre identité face à la mondialisation.","1"
"Il faut mettre fin à la politique de l'ouverture des frontières.","1"
"L'impact de la fermeture de l'usine locale sur l'économie sera évalué.","0"
"Les manifestations d'hier ont eu lieu dans plusieurs villes françaises.","0"
"Le rôle du gouvernement est de veiller à une distribution équitable des ressources.","2"
"Il n'est pas acceptable de privatiser les hôpitaux.","2"
"Le président a prononcé un discours sur l'état de l'économie nationale.","0"
"Il est impératif d'investir dans les soins de santé pour tous.","2"
"Nous ne devons pas dépendre excessivement de nos alliés sur le plan militaire.","1"
"La défense du droit au logement est essentielle pour la justice sociale.","2"
"Les restrictions à l'immigration conservent les emplois pour les citoyens du pays.","1"
"Nous devons respecter nos traditions plutôt que de promouvoir le multiculturalisme.","1"
"Réduire l'intervention de l'État peut stimuler l'initiative privée.","1"
"L'immigration doit être strictement réduite pour protéger l'emploi local.","1"
"L'adéquation entre les compétences et les emplois est un enjeu majeur dans l'économie actuelle.","0"
"Accorder des droits universels aux travailleurs est une idéologie progressiste.","2"
"La rareté des métaux nécessaires pour produire des batteries pour voitures électriques est une préoccupation majeure pour l'industrie automobile.","0"
"J'ai assisté à un concert de musique classique.","0"
"Limiter l'immigration est nécessaire pour maintenir la cohésion sociale.","1"
"Les multinationales doivent être tenues responsables de leur impact écologique.","2"
"L'exposition d'art contemporain à la galerie était fascinante.","0"
"La fréquentation des bibliothèques augmente.","0"
"La prévarication politique ne doit pas être normalisée.","0"
"La réduction des impôts favorisera l'émergence d'une classe moyenne forte.","1"
"La réunion a mis en lumière les problèmes des inégalités territoriales.","0"
"Malgré sa petite taille, le Core-Biotechnology indutrie Industry-Industry est un chef de file mondial dans le domaine des techonologies LifeScience.","0"
"Nous ne devrions pas nous mêler des affaires des autres nations.","1"
"Le multilatéralisme n'est pas un choix mais une obligation.","0"
"Les lois sur le contrôle des armes à feu sont une atteinte à nos libertés constitutionnelles.","1"
"La Parthenon à Athènes est l'un des monuments les plus célèbres de la Grèce antique.","0"
"Pourquoi les entrepreneurs sont-ils pénalisés par une fiscalité excessive ?","1"
"Authentifier le privilège blanc n'est pas discriminatoire.","2"
"Pour stimuler la croissance, il faut réduire la charge fiscale.","1"
"Il est nécessaire de lutter contre les inégalités de genre.","2"
"La règlementation gouvernementale étouffe l'innovation et la créativité.","1"
"L'accueil massif de refugiés sans contrôles suffisants ne sécurise pas notre pays.","1"
"Nous ne devons pas laisser les droits des minorités être bafoués.","2"
"Il est essentiel de maintenir notre supériorité militaire.","1"
"Il est préférable que le marché dicte le prix plutôt que le gouvernement.","1"
"Les grandes entreprises doivent payer leur juste part d'impôts.","2"
"L'amélioration de l'immigration légale devrait être la priorité.","1"
"La réduction du temps de travail sans perte de salaire est essentielle pour améliorer la qualité de vie.","2"
"Nous devons investir davantage dans les services sociaux pour protéger les plus vulnérables.","2"
"La législation sur le travail doit être revue pour protéger les travailleurs précaires.","2"
"La réduction des inégalités sociales doit être au cœur des priorités politiques.","2"
"Je me suis levé tôt ce matin.","0"
"La pertinence traitée invoque des mesures proactives dans la distribution des ressources.","1"
"Investir dans les énergies renouvelables est une priorité pour la transition écologique.","2"
"Plusieurs pays dans le monde font face à une pénurie d’accès à des systèmes de santé de qualité","0"
"La mairie a annoncé des plans pour une nouvelle zone commerciale.","0"
"Le privé ne doit pas remplacer le rôle de l'état.","2"
"On ne doit pas abandonner les personnes âgées.","2"
"Soutenons Europa pour un avenir énergétique respectueux de l'environnement.","2"
"Nous ne devrions pas sacrifier l'environnement pour un petit gain économique à court terme grâce au nucléaire.","2"
"Il n'est pas adéquat de criminaliser les mouvements sociaux.","2"
"Il n'est pas approprié de juguler le déficit en négligeant l'investissement dans l’espoir du progrès durable.","2"
"Le cimetière regorge d'histoires du passé.","0"
"Nous devons investir dans l'AVenir : la jeunesse.","2"
"En 1993, l'Union Européenne a été formée avec l'objectif principal de promouvoir la paix, ses valeurs et le bien-être de ses citoyens.","0"
"Le rôle du gouvernement est de veiller à une distribution équitable des richesses.","2"
"Les subventions d'État sont nécessaires pour soutenir nos industries culturelles.","2"
"Certaines bactéries sont connues pour leur capacité à se répliquer rapidement en réponse aux antibiotiques.","0"
"La fortification des valeurs Française préservera notre culture pour les futures générations.","1"
"La situation sur le marché immobilier reste stable malgré les incertitudes économiques.","0"
"J'aime les fleurs au printemps.","0"
"L'augmentation de la population dans les villes a entraîné une augmentation de la demande de logements.","0"
"Le gouvernement devrait dépenser moins pour éviter l'endettement.","1"
"Le gouvernement doit prioriser les problèmes environnementaux pour protéger les futures générations.","2"
"J'ai rencontré de nouvelles personnes.","0"
"Les centrales nucléaires permettent d'assurer l'indépendance énergétique du pays.","1"
"Le vent, le soleil et l'eau reviennent chaque jour. Nous devrions profiter de cette source d'énergie naturelle et éternelle.","2"
"Les services publics jouent un rôle essentiel dans la cohésion sociale.","2"
"Les impôts doivent être réduits pour encourager les investissements.","1"
"L'éducation privée offre souvent une meilleure qualité d'enseignement.","1"
"Le rubis est une pierre précieuse de couleur rouge.","0"
"Si le monde ne prend pas de mesures drastiques, le changement climate algrie pourrait coûter des billions de dollars en dommages.","0"
"L'argent public ne doit pas être investi dans des paradis fiscaux.","2"
"Le marché a enregistré une hausse des fruits et légumes.","0"
"En 2016, le Royaume-Uni a voté pour quitter l'Union européenne, un événement communément appelé le Brexit.","0"
"La privatisation des services de soins de santé améliore leur efficacité.","1"
"La société ne peut pas se permettre de financer les services pour tous les immigrants.","1"
"Les droits des minorités doivent être intégralement respectés et protégés.","2"
"Le combat pour la justice sociale est un combat que nous devons tous mener.","2"
"La fracture numérique s'accentue entre les villes et les zones rurales.","0"
"L'innovation sociale n'a pas à être entravée par les traditions.","2"
"La nouvelle politique d'immigration renforce la sécurité de nos frontières.","1"
"L'excédent commercial de la France a augmenté par rapport à l'année précédente.","0"
"Un spectacle de chant attire les mélomanes.","0"
"Préserver la propriété privée est essentiel pour une société libre et prospère.","1"
"On note une hausse des demandes d'asile diplomatique.","0"
"Il ne faut pas marginaliser les initiatives locales au profit des grandes entités.","2"
"Les déficits publics ne sont pas le principal problème de notre économie.","2"
"J'ai partagé un repas convivial.","0"
"La pollution de l'air atteint des niveaux inquiétants dans plusieurs villes indiennes.","0"
"L'économie française s'est légèrement rétablie au quatrième trimestre.","0"
"L'Union Européenne doit respecter la souveraineté et l'autonomie des Etats membres.","1"
"J'ai réduit mon empreinte carbone.","0"
"Nous devons garantir un revenu minimum pour chaque citoyen.","2"
"Le taux de déforestation a légèrement diminué l'année dernière.","0"
"Les conditions de circulation sont optimales.","0"
"Plus de liberté pour les entreprises signifie plus de richesse pour le pays.","1"
"Les fonds publics doivent servir à la lutte contre les inégalités sociales.","2"
"Des impôts plus bas pourraient stimuler la croissance économique.","1"
"Remplacer avec des chaînes d'approvisionnement locales renforce les infrastructures domestiques.","1"
"J'ai visité un jardin botanique.","0"
"La coopération internationale passe par l'expertise en gestion nucléaire française.","1"
"Le nombre de faillites d'entreprises a augmenté en raison de la pandémie.","0"
"La consommation locale est un levier pour soutenir les agriculteurs français.","0"
"Un nouveau service de livraison a été lancé.","0"
"Il ne faut pas réduire la taille de l'État pour résoudre les crises économiques.","2"
"Un nouvel espace de co-working a été inauguré dans le centre-ville.","0"
"La libéralisation de l'économie est le meilleur moyen d'assurer notre prospérité.","1"
"L'État n'est pas la solution à nos problèmes, l'État est le problème.","1"
"La possession d'armes doit rester strictement encadrée.","1"
"L'économie ne doit pas prospérer au détriment du bien-être social.","2"
"La privatisation des services publics améliore leur efficacité.","1"
"Le gouvernement devrait investir plus dans l'éducation.","2"
"Un nouveau parc a été aménagé dans la ville.","0"
"Le système d'enseignement public devrait être renforcé.","2"
