"text","label"
"Il n'est pas normal de voir des personnes sans-abri dormir dehors.","2"
"Les taxes sur les importations sont nécessaires pour protéger nos industries locales.","1"
"Il n'est pas prudent de s'endeter excessivement.","1"
"La préservation de notre identité nationale est plus importante que le multiculturalisme.","1"
"L'État doit réguler les grandes entreprises pour éviter les abus de pouvoir.","2"
"Une plus grande autonomie devrait être accordée aux entreprises.","1"
"L'exclusion des criminels étrangers est impérative pour la sécurité de nos concitoyens.","1"
"La sécurité sociale doit être universelle.","2"
"La démocratie directe devrait être encouragée pour faire entendre toutes les voix.","2"
"Renforcer les principes plutôt que les factions intègre efficacement les distinctions.","1"
"La baisse des impôts est nécessaire pour stimuler l'économie.","1"
"La lutte contre le changement climatique doit être une priorité.","2"
"Maintenir une référence à Dieu dans la constitution est important.","1"
"Les taxes sur les biens de luxe devraient être augmentées.","2"
"Il est impératif d'investir dans le secteur public.","2"
"Il est temps de revoir la fiscalité pour faire payer les plus riches.","2"
"La sauvegarde des infrastructures sous-tend des obligations solides de défense civique.","1"
"La liberté économique doit être défendue contre l'ingérence de l'État.","1"
"Dans une société moderne, aucune personne ne devrait être sans abri.","2"
"Ce n'est pas le moment de réduire le soutien aux pays en développement.","2"
"La sécurité nationale doit être la première priorité de tout gouvernement.","1"
"Distancer nos politiques de la bureaucratie la CEE préserve notre indépendance.","1"
"Un système de santé privatisé serait plus efficient et concurrentiel.","1"
"Les retombées économiques du nucléaire contribuent à une économie verte durable.","1"
"Le gouvernement doit intervenir pour protéger l'environnement.","2"
"La privatisation des services de santé est une erreur.","1"
"Nos lois nationales préservent notre identité face à la mondialisation.","1"
"Il faut mettre fin à la politique de l'ouverture des frontières.","1"
"Le rôle du gouvernement est de veiller à une distribution équitable des ressources.","2"
"Il n'est pas acceptable de privatiser les hôpitaux.","2"
"Il est impératif d'investir dans les soins de santé pour tous.","2"
"Nous ne devons pas dépendre excessivement de nos alliés sur le plan militaire.","1"
"La défense du droit au logement est essentielle pour la justice sociale.","2"
"Les restrictions à l'immigration conservent les emplois pour les citoyens du pays.","1"
"Nous devons respecter nos traditions plutôt que de promouvoir le multiculturalisme.","1"
"Réduire l'intervention de l'État peut stimuler l'initiative privée.","1"
"L'immigration doit être strictement réduite pour protéger l'emploi local.","1"
"Accorder des droits universels aux travailleurs est une idéologie progressiste.","2"
"Limiter l'immigration est nécessaire pour maintenir la cohésion sociale.","1"
"Les multinationales doivent être tenues responsables de leur impact écologique.","2"
"La réduction des impôts favorisera l'émergence d'une classe moyenne forte.","1"
"Nous ne devrions pas nous mêler des affaires des autres nations.","1"
"Les lois sur le contrôle des armes à feu sont une atteinte à nos libertés constitutionnelles.","1"
"Pourquoi les entrepreneurs sont-ils pénalisés par une fiscalité excessive ?","1"
"Authentifier le privilège blanc n'est pas discriminatoire.","2"
"Pour stimuler la croissance, il faut réduire la charge fiscale.","1"
"Il est nécessaire de lutter contre les inégalités de genre.","2"
"La règlementation gouvernementale étouffe l'innovation et la créativité.","1"
"L'accueil massif de refugiés sans contrôles suffisants ne sécurise pas notre pays.","1"
"Nous ne devons pas laisser les droits des minorités être bafoués.","2"
"Il est essentiel de maintenir notre supériorité militaire.","1"
"Il est préférable que le marché dicte le prix plutôt que le gouvernement.","1"
"Les grandes entreprises doivent payer leur juste part d'impôts.","2"
"L'amélioration de l'immigration légale devrait être la priorité.","1"
"La réduction du temps de travail sans perte de salaire est essentielle pour améliorer la qualité de vie.","2"
"Nous devons investir davantage dans les services sociaux pour protéger les plus vulnérables.","2"
"La législation sur le travail doit être revue pour protéger les travailleurs précaires.","2"
"La réduction des inégalités sociales doit être au cœur des priorités politiques.","2"
"La pertinence traitée invoque des mesures proactives dans la distribution des ressources.","1"
"Investir dans les énergies renouvelables est une priorité pour la transition écologique.","2"
"Le privé ne doit pas remplacer le rôle de l'état.","2"
"On ne doit pas abandonner les personnes âgées.","2"
"Soutenons Europa pour un avenir énergétique respectueux de l'environnement.","2"
"Nous ne devrions pas sacrifier l'environnement pour un petit gain économique à court terme grâce au nucléaire.","2"
"Il n'est pas adéquat de criminaliser les mouvements sociaux.","2"
"Il n'est pas approprié de juguler le déficit en négligeant l'investissement dans l’espoir du progrès durable.","2"
"Nous devons investir dans l'AVenir : la jeunesse.","2"
"Le rôle du gouvernement est de veiller à une distribution équitable des richesses.","2"
"Les subventions d'État sont nécessaires pour soutenir nos industries culturelles.","2"
"La fortification des valeurs Française préservera notre culture pour les futures générations.","1"
"Le gouvernement devrait dépenser moins pour éviter l'endettement.","1"
"Le gouvernement doit prioriser les problèmes environnementaux pour protéger les futures générations.","2"
"Les centrales nucléaires permettent d'assurer l'indépendance énergétique du pays.","1"
"Le vent, le soleil et l'eau reviennent chaque jour. Nous devrions profiter de cette source d'énergie naturelle et éternelle.","2"
"Les services publics jouent un rôle essentiel dans la cohésion sociale.","2"
"Les impôts doivent être réduits pour encourager les investissements.","1"
"L'éducation privée offre souvent une meilleure qualité d'enseignement.","1"
"L'argent public ne doit pas être investi dans des paradis fiscaux.","2"
"La privatisation des services de soins de santé améliore leur efficacité.","1"
"La société ne peut pas se permettre de financer les services pour tous les immigrants.","1"
"Les droits des minorités doivent être intégralement respectés et protégés.","2"
"Le combat pour la justice sociale est un combat que nous devons tous mener.","2"
"L'innovation sociale n'a pas à être entravée par les traditions.","2"
"La nouvelle politique d'immigration renforce la sécurité de nos frontières.","1"
"Préserver la propriété privée est essentiel pour une société libre et prospère.","1"
"Il ne faut pas marginaliser les initiatives locales au profit des grandes entités.","2"
"Les déficits publics ne sont pas le principal problème de notre économie.","2"
"L'Union Européenne doit respecter la souveraineté et l'autonomie des Etats membres.","1"
"Nous devons garantir un revenu minimum pour chaque citoyen.","2"
"Plus de liberté pour les entreprises signifie plus de richesse pour le pays.","1"
"Les fonds publics doivent servir à la lutte contre les inégalités sociales.","2"
"Des impôts plus bas pourraient stimuler la croissance économique.","1"
"Remplacer avec des chaînes d'approvisionnement locales renforce les infrastructures domestiques.","1"
"La coopération internationale passe par l'expertise en gestion nucléaire française.","1"
"Il ne faut pas réduire la taille de l'État pour résoudre les crises économiques.","2"
"La libéralisation de l'économie est le meilleur moyen d'assurer notre prospérité.","1"
"L'État n'est pas la solution à nos problèmes, l'État est le problème.","1"
"La possession d'armes doit rester strictement encadrée.","1"
"L'économie ne doit pas prospérer au détriment du bien-être social.","2"
"La privatisation des services publics améliore leur efficacité.","1"
"Le gouvernement devrait investir plus dans l'éducation.","2"
"Le système d'enseignement public devrait être renforcé.","2"
"Il n'est pas pertinent de réduire les investissements dans les transports en commun.","2"
"L'égalité des salaires n'est pas une option mais un droit.","2"
"Nous devons protéger notre agriculture locale des importations étrangères.","1"
"Il n'est pas normal que tant de jeunes demeurent sans emploi malgré leur qualification.","2"
"Il est essentiel d'investir dans l'éducation publique.","2"
"La rigueur budgétaire est nécessaire pour réduire la dette publique.","1"
"Au sein d’une véritable démocratie, les syndicats doivent être respectés et leurs voix amplifiées.","2"
"Sheherazade avait raison, il faut fermer les prisons.","2"
"L'immigration doit toujours être envisagée avec la sécurité comme priorité fondamentale.","1"
"Les grandes entreprises devraient payer leur part équitable d'impôts.","2"
"Tous les citoyens ne bénéficient pas également de nos services publics.","2"
"L'immigration clandestine doit être fermement sanctionnée.","1"
"Nier la réalité du changement climatique n’est pas réaliste.","2"
"La sécurité nationale doit être une priorité.","1"
"Il faut plus de transparence dans la gestion de l'argent public.","2"
"Nos valeurs traditionnelles doivent être préservées.","1"
"Il n'est pas nécessaire de durcir la législation sur le droit de manifester.","2"
"Nous devons encourager l'immigration légale et faire obstacle à l'entrée de criminels potentiels.","1"
"La valeur du travail doit être particulièrement encouragée.","1"
"Nous avons besoin d'une refonte radicale du système fiscal pour plus de justice sociale.","2"
"L'école publique doit être plus décentralisée et indépendante.","1"
"La redistribution des richesses est la clé de la justice sociale.","2"
"Tous les indicateurs économiques montrent que la sortie du nucléaire serait uneerreur économique qui hausserait le coût de l'énergie pour tous les français.","1"
"L'excellence et l'innovation dans le domaine nucléaire sont cruciales pour notre avenir énergétique.","1"
"Nous devons mettre davantage l'accent sur la protection de l'environnement.","2"
"La responsabilité individuelle doit primer dans toute politique sociale.","1"
"Pour favoriser l'égalité, nous devons taxer en proportionnalité des revenus.","2"
"Il est crucial de défendre notre identité nationale.","1"
"La préservation de notre patrimoine culturel doit être une priorité.","2"
"Le logement est un droit et devrait être accessible à tous.","2"
"L'enseignement supérieur devrait être accessible à tous, sans frais d'inscription.","2"
"Les étrangers vivant en France doivent respecter toutes nos traditions et coutumes.","1"
"Il est nécessaire de défendre les droits des travailleurs pour une société plus équitable.","2"
"Tout le monde devrait avoir un accès égal à Internet.","2"
"La concurrence fait progresser la qualité des services.","1"
"L'énergie est un droit humanitaire et doit être produite de manière écologique.","2"
"Il n'est pas opportun de nier l'existence du chômage des jeunes.","2"
"L'accès à un logement décent est un droit et non un privilège.","2"
"Les progrès en matière de parité dans les entreprises restent insuffisants.","2"
"Nous avons besoin d'une société plus équitable et plus inclusive.","2"
"Les syndicats ne sont pas ennemis de l'économie.","2"
"Nous devons rétablir la discipline dans nos écoles.","1"
"L'armée doit disposer des moyens nécessaires pour nous défendre.","1"
"La concurrence libre et non faussée est un gage de qualité et d'innovation.","1"
"L'individualisme est le moteur de l'innovation et du progrès.","1"
"La responsabilité individuelle est un pilier d'une société libre.","1"
"La lutte contre la pauvreté est une responsabilité partagée.","2"
"Pour un plan de relance verte.","2"
"La protection des ouvriers et des leurs droits est une priorité.","2"
"Un renforcement des contrôles aux frontières est nécessaire pour garantir l'immigration légale et sûre.","1"
"Une économie plus équitable peut être promue par le contrôle de l'Etat.","2"
"La France doit s'affirmer face aux influences étrangères en défendant la nation française.","1"
"L'État doit assurer un financement stable pour les associations caritatives.","2"
"Il faut réduire l'assistanat et valoriser le travail.","1"
"Réduire trop rapidement l'usage du nucléaire met en péril notre transition énergétique.","1"
"Il n'est pas acceptable de réduire les budgets alloués à la recherche scientifique.","2"
"L'engagement en faveur des énergies renouvelables doit être une priorité absolue dans toute politique énergétique sérieuse.","2"
"L'intervention militaire dans les conflict internationaux doit être notre dernier recours.","2"
"Moins d'État, plus de liberté pour les individus et les entreprises.","1"
"Défendre nos frontières et assurer la sécurité des citoyens est essentiel.","1"
"La sanction pour tous les délits graves ne doit pas toujours être la prison.","2"
"Tous les pays ne devraient pas utiliser l'euro.","1"
"Il faut instaurer plus de rigueur dans la gestion des finances publiques.","1"
"Diminuer la pression fiscale est essentiel pour relancer la croissance économique.","1"
"On ne doit pas fermer les centres d'accueil pour les sans-abris.","2"
"Privatisation : la réponse à des services publics inefficaces.","1"
"Il n'est pas juste de taxer davantage les classes populaires.","2"
"Un accès gratuit à la culture pour tous est essentiel.","2"
"Les services publics sont essentiels pour garantir l'égalité des chances.","2"
"La Sécurité sociale doit être réformée pour être plus efficiente.","1"
"Le combat pour les droits de l'homme doit être poursuivi.","2"
"On ne doit pas tolérer les atteintes à la laïcité.","2"
"Les soins de santé devraient être un droit universel.","2"
"Réduisons les dépenses publiques inutiles pour un budget équilibré.","1"
"Consacrer des ressources pour promouvoir les entreprises issues de nos territoires.","1"
"Il est essentiel de maintenir un fort investissement dans la défense.","1"
"Il est nécessaire de lutter contre la pauvreté pour garantir les droits de l'homme.","2"
"La spéculation financière est un fléau pour l'économie.","2"
"Il est nécessaire de se tourner vers le modèle de l'économie sociale et solidaire.","2"
"S'efforcer vers une diffusion fiscale résonne avec des marchés naturellement équilibrés.","1"
"Il ne faut pas oublier les contribuables à revenu faible.","2"
"La compétitivité internationale passe par des réformes économiques sérieuses.","1"
"La privatisation des services de santé peut entraîner une meilleure qualité de soins.","1"
"Il faut améliorer l'efficacité des services publics par privatisation.","1"
"La liberté économique est vitale pour l'innovation et la prospérité de la société.","1"
"L'impôt progressif punit ceux qui réussissent.","1"
"Il faut arrêter de subventionner les énergies renouvelables.","1"
"Nier l'effet de l'homme sur la nature n'est pas scientifique.","2"
"La réforme des assurances de santé n'est pas un luxe.","2"
"Sans justice sociale, il n’y a pas de réelle démocratie.","2"
"Dévaluer notre monnaie n'est pas une solution économique.","2"
"Il ne faut pas privatiser les infrastructures de transport.","2"
"Nous ne devons pas laisser les droits des femmes être remis en question.","2"
"Il faut réduire les impôts sur le revenu pour stimuler l'économie.","1"
"Il faut réduire le rôle de l'Etat dans l'économie.","1"
"Nous ne devons pas laisser la désinformation se propager.","2"
"Le capitalisme est le meilleur moyen de générer de la prospérité.","1"
"Le nucléaire n'est pas une solution à la crise climatique, c'est seulement une autre façon d'assouvir notre soif insatiable d'énergie.","2"
"Les petites entreprises ne devraient pas endurer plus de taxes que les grandes multinationales.","2"
"Une baisse des impôts massives n'est pas la solution.","1"
"Les impôts sur les sociétés doivent être diminués pour stimuler l'économie.","1"
"Consolider nos alliances militaires pour garantir la sécurité de nos citoyens.","1"
"Il n'est pas normal de voir des enfants vivre dans la rue.","2"
"La baisse des impôts est la clé de la revitalisation économique.","1"
"Le nucléaire est une solution viable pour réduire notre empreinte carbone.","1"
"L'État ne doit pas s’abstenir de tout réguler dans le secteur bancaire.","2"
"Pour être plus efficace, le gouvernement doit privatiser davantage de services.","1"
"Il est important que l'Etat mène une politique d'investissement multidimensionnelle, socioculturelle et écologique.","2"
"L'économie sociale de marché est la meilleure alternative pour notre pays.","2"
"Les politiques économiques devraient se concentrer sur la réduction des inégalités.","2"
"La politique d'austérité est nécessaire pour réduire la dette publique.","1"
"Privilégier le nucléaire est un choix intelligent face aux défis climatiques.","1"
"Nous avons besoin d'un système de retraite plus juste et plus équitable pour tous.","2"
"L'augmentation de la TVA est un frein à la consommation.","1"
"L'éducation publique doit recevoir le même soutien financier que l'éducation privée.","2"
"C'est faux de croire que les travailleurs étrangers prennent les travaux des citoyens.","2"
"La migration doit être maîtrisée pour préserver notre société et nos valeurs.","1"
"Nos océans, nos forêts et nos rivières sont nettement plus précieux que toutes les centrales nucléaires de la planète.","2"
"La transformation écologique de l'économie est impérative pour préserver notre planète.","2"
"Nous devons renforcer les protections pour les travailleurs.","2"
"Les impôts doivent baisser pour stimuler l'économie.","1"
"La transition énergétique doit être accélérée pour préserver nos ressources.","2"
"Nous ne devons pas privatiser l'eau.","2"
"La sécurité est une prérogative essentielle de l'État.","1"
"Il est important de célébrer nos héros nationaux.","1"
"Le libre-échange favorise la concurrence et l'innovation.","1"
"Tous les enfants méritent une éducation de qualité, quelle que soit leur origine.","2"
"Il est temps de réduire la dépense militaire et rediriger ces fonds vers l'éducation et la santé.","2"
"La santé est un droit universel, le système de santé doit être publique.","2"
"La protection de la propriété privée est un droit fondamental.","1"
"Nous avons besoin d'une stratégie plus agressive pour lutter contre le changement climatique.","2"
"Il n'est pas acceptable de réduire les budgets alloués à l'aide au développement.","2"
"Faciliter la mobilité internationale des travailleurs favorisera l'économie globale.","1"
"Les droits de propriété doivent être protégés pour encourager l'entreprise privée.","1"
"La production industrielle ne doit pas prime sur la protection de la nature.","2"
"Il est temps d'accroître les investissements dans l'éducation et la santé.","2"
"Un meilleur encadrement des stages est nécessaire pour les étudiants.","2"
"La liberté économique est la clé du progrès social.","1"
"L'égalité d'accès à l'éducation est nécessaire pour assurer l'égalité des opportunités.","2"
"Le marché libre favorise l'offre et la demande efficacement.","1"
"La méritocratie, pas l'égalitarisme, est le meilleur système.","1"
"L'énergie renouvelable est la clé d'un avenir durable.","2"
"La rentabilité n'est pas le seul critère lorsqu'il s'agit du bien commun.","2"
"La protection des frontières nationales est une nécessité primordiale.","1"
"L'État ne doit pas interférer outre mesure avec le marché du travail.","1"
"La participation citoyenne doit être renforcée à tous les niveaux du processus décisionnel.","2"
"La meilleur forme de bien-être social c'est un emploi.","1"
"L'Union européenne ne doit pas imposer ses régulations à la France.","1"
"La défense de l'environnement doit être au cœur de toutes les politiques.","2"
"Le gouvernement ne devrait pas décider ce que nous devons consommer ou non.","1"
"Ce n'est pas tout le monde qui profite de la libéralisation du marché.","2"
"La redistribution de la richesse est essentielle pour une société juste.","2"
"L'immigration doit être encadrée pour assurer la sécurité et le bien-être de la population actuelle.","1"
"La politique étrangère doit être fondée sur le respect mutuel et la coopération.","2"
"Il est préférable d'investir dans l'énergie solaire, éolienne et hydraulique que de dépendre du nucléaire.","2"
"Pour éviter le chaos, il est crucial de surveiller de près l'immigration.","1"
"Il n'est pas utile de criminaliser les utilisateurs de drogues.","2"
"La lutte contre la pauvreté doit devenir une priorité pour notre gouvernement.","2"
"Opposer toute forme de régression de notre souveraineté est une tâche indélogeable.","1"
"La filière de la réparation doit être encouragée pour combattre la société du jetable.","2"
"On ne peut pas ignorer les problèmes de santé mentale.","2"
"La réduction des budgets de l'éducation et de la santé est inacceptable.","2"
"Nous devrions investir dans les énergies renouvelables plutôt que dans les carburants fossiles.","2"
"Le travail domestique doit être reconnu et rémunéré.","2"
"Les impôts sur les grandes entreprises devraient être réduits pour stimuler la croissance.","1"
"La protection de l'environnement doit primer sur le développement industriel.","2"
"Notre société doit garantir une bonne protection sociale pour tous.","2"
"Le rapatriement des industries clés vers notre pays doit être une priorité.","1"
"Opter pour le nucléaire au lieu des enrgies renouvelables est le signalement que nous n'avons pas appris de nos erreurs passées.","2"
"Avec ce monde en constante évolution et accéleration, il est impossible de se passer su nucléaire, du moins dans l'immédiat.","1"
"Investissons davantage dans l'éducation plutôt que dans les armes.","2"
"Les lycées ne doivent pas être laissés à la dérive par manque de personnel éducatif.","2"
"La barriérisation excessive entrave le potentiel écologique et énergétique du nucléaire.","1"
"Nous ne pouvons pas baser notre avenir énergétique sur le nucléaire, c'est un risque trop grand.","2"
"La société doit lutter contre les inégalités salariales.","2"
"Une politique d'immigration plus stricte renforcerait la sécurité nationale.","1"
"L'État doit financer des programmes de formation continue pour les adultes.","2"
"Nous devons promouvoir l'égalité de genre et les droits des femmes.","2"
"Le fait d'être riche ne devrait pas permettre d'échapper à la justice.","2"
"La politique de redistribution est inefficace et décourage le travail.","1"
"L'ouverture du marché à la concurrence est bénéfique pour l'économie.","1"
"La privatisation des entreprises publiques peut améliorer l'efficacité.","1"
"Nous ne devons pas fermer les musées publics.","2"
"Le genre doit être intégré et respecté dans toutes les décisions de politiques sociales.","2"
"La culture française doit se recentrer sur son identité et rejeter l'influence étrangère excessive.","1"
"L'État doit investir davantage dans le logement social pour les personnes à faible revenu.","2"
"Il faut mettre fin au gaspillage de l'argent public.","1"
"On doit augmenter les impôts des plus riches pour financer des politiques sociales.","2"
"Il est primordial de réduire le fossé de richesse entre les classes sociales.","2"
"La subvention pour l'art et la culture n'est pas une dépense superficielle.","2"
"La réforme des retraites doit prendre en compte les métiers pénibles.","2"
"Il faut défendre les principes méritocratiques de notre société.","1"
"Notre pays est assez généreux sans avoir à accepter encore plus d'immigrants.","1"
"Renforcer les frontières est essentiel pour protéger notre pays.","1"
"La responsabilité individuelle est la clé du dynamisme économique.","1"
"Prioriser les valeurs familiales renforce les liens communautaires.","1"
"Les réfugiés ne sont pas un fardeau mais une responsabilité partagée.","2"
"Le gouvernement se doit d'abolir toutes les formes de classisme et de discrimination économique.","2"
"Le gouvernement devrait se concentrer sur la défense, pas sur la santé.","1"
"Mieux subventionner et réguler les industries nucléaires dynamise notre compétitivité.","1"
"Laissant les entreprises prospérer sans entraves réglementaires excessives.","1"
"Les usines ne doivent pas être fermées pour augmenter les profits.","2"
"Revendiquons un avenir énergétique où les enfants n'ont plus à grandir à l'ombre des tours de refroidissement nucléaire.","2"
"L'accès universel aux soins de santé risque de devenir financièrement insoutenable.","1"
"Nous ne devons pas privatiser le service public de l'emploi.","2"
"Nous devons mettre en place des mesures pour lutter contre la pauvreté.","2"
"Les subventions publiques devraient être limitées pour éviter le gaspillage.","1"
"La diversité culturelle doit être valorisée et préservée activement.","2"
"La présomption de légitime défense doit être incorporée dans la loi.","1"
"Il ne faut pas penser que le changement climatique est une lutte isolée.","2"
"La décentralisation permet une gestion locale plus efficace.","1"
"Il est impératif de lutter contre les inégalités économiques.","2"
"L'amour du pays doit être encouragé dans l'éducation des jeunes.","1"
"On doit permettre aux entreprises de se développer sans contrainte excessive.","1"
"Nous devons protéger les valeurs traditionnelles de notre société.","1"
"L'Etat doit intervenir pour assurer l'égalité des chances en matière d'éducation.","2"
"Les politiques doivent promouvoir l'autosuffisance nationale.","1"
"Une plus grande autonomie doit être accordée aux entreprises afin de stimuler l'innovation.","1"
"Plus de liberté économique favorisera l'entrepreneuriat et la création de richesse.","1"
"Les impôts doivent être allégés pour favoriser l'investissement.","1"
"La déréglementation aide les entreprises à innover et à croître.","1"
"Il faut exiger plus de contreparties en échange des aides sociales.","1"
"Les impôts sur les successions sont injustes et découragent l'accumulation de richesses.","1"
"La souveraineté nationale est au-dessus de tout.","1"
"L'Etat doit subvenir aux besoins des plus démunis.","2"
"La protection de l'ordre social est une responsabilité majeure de l'État.","1"
"La privatisation des services publics doit être arrêtée.","2"
"La réforme fiscale doit viser à égaliser les richesses.","2"
"L'accès gratuit à l'éducation est un droit fondamental.","2"
"Il n'est pas nécessaire de soutenir la privatisation des services publics.","2"
"Les services essentiels comme l'eau, l'électricité et la santé ne peuvent être privatisés.","2"
"Il est fondamental de limiter l'intervention de l'État dans l'économie.","1"
"Nous devons investir dans les soins de santé publique.","2"
"Il n'est pas judicieux de laisser les décisions aux mains de quelques individus.","2"
"La France ne peut pas réduire ses efforts de solidarité internationale.","2"
"Nous devons faire preuve de fermeté face aux immigrés illégaux pour maintenir l'ordre et la sécurité.","1"
"Revenir à des techniques d'enseignement plus consensuelles garantira de meilleures valeurs sociales.","1"
"La loi du marché est plus efficace que la régulation par l'État.","1"
"Rationaliser l'État, c'est le rendre plus efficace.","1"
"La pluridisciplinarité des innovations du nucléaire structure les enjeux écologiques.","1"
"La privatisation des services essentiels ne doit plus être tolérée.","2"
"Il faut favoriser l'investissement plutôt que la consommation.","1"
"Nous devons défendre notre héritage culturel contre l'influence étrangère.","1"
"Il ne faut pas victimiser les personnes au chômage.","2"
"On ne doit pas brader les entreprises nationales.","2"
"Le marché libre résoudra les problèmes économiques.","1"
"La défense des droits de l'homme doit être une priorité pour notre gouvernement.","2"
"Nous ne devons pas baisser les impôts des plus riches.","2"
"La baisse des aides sociales incitera les gens à entrer sur le marché du travail.","1"
"L'industrie militaire doit être réduite en faveur de l'aide humanitaire.","2"
"La protection de l'environnement doit être une priorité gouvernementale.","2"
"Il est temps d'adopter une politique de revenu minimum garanti.","2"
"Il faudrait mettre davantage d'impôts sur les riches pour équilibrer la richesse.","2"
"Il est de notre devoir de poursuivre les recherches sur le nucléaire pour garantir un avenir énergétique sain et prospère pour nos enfants.","1"
"Nous ne devons pas laisser les algorithmes influencer nos opinions.","2"
"L'accès universel à l'eau potable doit être une réalité.","2"
"La privatisation des services de santé est une menace pour nos droits fondamentaux.","2"
"L'urgence climatique ne doit pas justifier une entrave à la liberté d'entreprise.","1"
"Nous ne devons pas laisser les réseaux sociaux diffuser des fausses informations.","2"
"Les énergies vertes sont l'avenir, mais le nucléaire est une étape incontournable.","1"
"Les aides sociales permettent de réduire la pauvreté dans le pays.","2"
"Il est impératif de lutter pour l'égalité entre les femmes et les hommes dans tous les domaines.","2"
"Un retour à des valeurs familiales traditionnelles est nécessaire.","1"
"Nous devons renforcer notre position sur les droits de l'homme dans les relations internationales.","2"
"La sécurité des citoyens doit être une priorité.","1"
"Le respect des traditions historiques est vital pour notre pays.","1"
"Le respect des droits de propriété est fondamental pour une économie de marché.","1"
"Il faut augmenter les dépenses publiques pour stimuler l'économie.","2"
"L'augmentation des droits de douane protège nos industries nationales.","1"
"L'augmentation des taxes sur l'alcool est un frein à la liberté de consommer.","1"
"Le respect de la loi est fondamental pour la stabilité de notre nation.","1"
"Tout travailleur doit avoir le droit à une juste rémunération.","2"
"Nous avons besoin d'une revalorisation du salaire minimum pour aider les travailleurs les plus précaires.","2"
"Les entreprises ont besoin de moins de régulation pour être compétitives.","1"
"La liberté individuelle prime sur tout.","1"
"La protection de l'environnement est primordiale.","2"
"Le pouvoir n'est pas au peuple, mais chez quelques privilégiés.","1"
"Imposer des mesures d'austérité n'est pas la solution.","2"
"La privatisation des services publics améliorera leur efficacité.","1"
"Une grande partie de notre budget devrait être consacrée à l'éducation.","2"
"Le gouvernement ne peut pas se permettre de financer tout le monde.","1"
"Le droit du sol devrait donner lieu à une obligation d'assimilation complètement fulminante.","1"
"L'État ne doit pas se substituer à l'initiative privée.","1"
"Les lobbies pharmaceutiques ne devraient pas dicter les politiques de santé.","2"
"Un cadre juridique strict est nécessaire pour maintenir l'ordre public.","1"
"Un système économique alternatif, comme le commerce équitable, devrait être renforcé.","2"
"Aju·ilusions crédit postal, le profilage économique devient essentiel.","1"
"Un bon environnement des affaires est essentiel à la croissance économique.","1"
"La disparité de revenus doit être adressée par des mesures fiscales progressives.","2"
"Les véhicules électriques ne sont pas la solution totale pour sauver notre planète.","2"
"La discipline budgétaire assure la stabilité et la croissance économiques futures.","1"
"Privatiser tout le secteur de la santé n'est pas viable.","2"
"Nous ne devons pas laisser les inégalités d'accès à l'éducation se perpétuer.","2"
"L'Etat devrait jouer un rôle plus actif dans la régulation de l'économie.","2"
"Renforcer nos alliances militaires est une priorité dans le monde d'aujourd'hui.","1"
"Le secteur privé est plus efficace que le secteur public.","1"
"Un contrôle strict à la frontière est nécessaire pour maintenir la sécurité.","1"
"Les règles environnementales strictes sont un obstacle à l'initiative commerciale.","1"
"Il est fou de penser que l'impérialisme est la solution à nos problèmes.","1"
"La transition vers des énergies renouvelables doit être totalement appuyée au niveau politique.","2"
"Privatiser les établissements de santé n'est pas la solution à la crise de la santé publique.","2"
"L'école privée offre souvent une meilleure éducation à nos enfants.","1"
"Un soutien accru à nos forces de défense est nécessaire.","1"
"Il faut encourager les entreprises à créer de l'emploi par des mesures fiscales adaptées.","1"
"Nous devons garantir que tout le monde bénéficie d'une protection sociale suffisante.","2"
"Les entreprises doivent bénéficier d'une plus grande liberté d'innovation.","1"
"Je salue la dimution des dépenses publiques pour assurer la santé financière de l'État.","1"
"Le gouvernement ne devrait pas interdire la commercialisation des produits étrangers.","1"
"Privatiser l'éducation n'est pas une solution viable.","2"
"On ne peut pas tolérer les discriminations.","2"
"L'accès à l’éducation et à la santé devrait être un droit fondamental, indépendamment des ressources individuelles.","2"
"Les symboles religieux n'ont pas leur place en laïcité.","1"
"Il est crucial de garantir un revenu de base universel pour tous les citoyens.","2"
"Des sanctions plus sévères sont nécessaires pour lutter contre le crime.","1"
"Accepter la rente privée n'est pas acceptable dans une véritable démocratie.","2"
"Il n'est pas digne de traiter les migrants comme des criminels.","2"
"La concurrence est bénéfique pour les consommateurs.","1"
"La surpopulation carcérale n'est pas un indicateur de criminalité.","2"
"Il est crucial de favoriser l'intégration tout en maintenant nos racines.","1"
"L'Etat doit financer un revenu de base universel pour tous.","2"
"Des compétences uniformes revigorent les secteurs canalisant des données démographiques harmonisées par des solutions réformatrices.","1"
"Un taux d'imposition plus élevé sur les plus riches est nécessaire.","2"
"Dans ce monde globalisé, ne négligeons pas le maintien de notre richesse culturelle nationale.","1"
"La privatisation des services publics peut conduire à une meilleure qualité de service.","1"
"La suppression de la régulation environnementale donnera plus de liberté aux industries.","1"
"Le gouvernement ne doit pas intervenir dans le secteur privé.","1"
"La survie du monde rural dépend de nouvelles politiques axées sur le renouvellement durable.","2"
"Il faut soutenir les grandes entreprises qui sont le moteur de l'économie.","1"
"Les réformes fiscales doivent veiller à réduire l'écart entre les riches et les pauvres.","2"
"Une rationalité excentrique engage des comités de clôture de l'État pour actualiser un havre d'innovation prévalant.","1"
"Pour stimuler l'économie, nous devons réduire les impôts.","1"
"L'investissement local est l'épine dorsale de la reprise économique durable.","1"
